]633;E;{ head -n1 "$OUT"\x3b tail -n +2 "$OUT" | LC_ALL=C sort -u\x3b } > .tmp && mv .tmp "$OUT";3144bff2-d5ee-477d-95d4-68949f379621]633;Clema,pos,fuente,localizacion
secura,NombresFemeninos,RAE,es_ES
secutar,VerbosAnticuadosDesusados,RAE,es_ES
sed,NombresFemeninos,RAE,es_ES
sedadera,NombresFemeninos,RAE,es_ES
sedal,NombresMasculinos,RAE,es_ES
sedante,Adjetivos,RAE,es_ES
sedar,VerbosTransitivos,RAE,es_ES
sedativo,Adjetivos,RAE,es_ES
sede,NombresFemeninos,RAE,es_ES
sedear,VerbosTransitivos,RAE,es_ES
sedentario,Adjetivos,RAE,es_ES
sedentarismo,NombresMasculinos,RAE,es_ES
sedente,Adjetivos,RAE,es_ES
sedera,NombresFemeninos,RAE,es_ES
sedero,Adjetivos,RAE,es_ES
sedero,NombresMasculinosFemeninos,RAE,es_ES
sedeña,NombresFemeninos,RAE,es_ES
sedeño,Adjetivos,RAE,es_ES
sedicioso,Adjetivos,RAE,es_ES
sedición,NombresFemeninos,RAE,es_ES
sediento,Adjetivos,RAE,es_ES
sedimentación,NombresFemeninos,RAE,es_ES
sedimentar,VerbosTransitivosPronominales,RAE,es_ES
sedimentario,Adjetivos,RAE,es_ES
sedimento,NombresMasculinos,RAE,es_ES
sedoso,Adjetivos,RAE,es_ES
seducción,NombresFemeninos,RAE,es_ES
seducir,VerbosTransitivos,RAE,es_ES
seductivo,Adjetivos,RAE,es_ES
seductor,Adjetivos,RAE,es_ES
sedán,NombresMasculinos,RAE,es_ES
seer,VerbosAnticuadosDesusados,RAE,es_ES
sefardita,Adjetivos,RAE,es_ES
sefardí,Adjetivos,RAE,es_ES
sefardí,NombresMasculinos,RAE,es_ES
sefardíes,Adjetivos,RAE,es_ES
sefardíes,NombresMasculinos,RAE,es_ES
sega,NombresMasculinos,RAE,es_ES
segada,NombresFemeninos,RAE,es_ES
segadera,NombresFemeninos,RAE,es_ES
segadero,Adjetivos,RAE,es_ES
segador,Adjetivos,RAE,es_ES
segador,NombresMasculinosFemeninos,RAE,es_ES
segallo,NombresMasculinos,RAE,es_ES
segar,VerbosTransitivos,RAE,es_ES
seglar,Adjetivos,RAE,es_ES
seglarmente,Adverbios,RAE,es_ES
segmentación,NombresFemeninos,RAE,es_ES
segmentado,Adjetivos,RAE,es_ES
segmentar,VerbosTransitivos,RAE,es_ES
segmento,NombresMasculinos,RAE,es_ES
segobricense,Adjetivos,RAE,es_ES
segobrigense,Adjetivos,RAE,es_ES
segorbino,Adjetivos,RAE,es_ES
segote,NombresMasculinos,RAE,es_ES
segoviano,Adjetivos,RAE,es_ES
segoviense,Adjetivos,RAE,es_ES
segregacionista,Adjetivos,RAE,es_ES
segregacionista,NombresComunes,RAE,es_ES
segregación,NombresFemeninos,RAE,es_ES
segregar,VerbosTransitivos,RAE,es_ES
segregativo,Adjetivos,RAE,es_ES
segudar,VerbosAnticuadosDesusados,RAE,es_ES
segueta,NombresFemeninos,RAE,es_ES
seguetear,VerbosIntransitivos,RAE,es_ES
seguida,NombresFemeninos,RAE,es_ES
seguidamente,Adverbios,RAE,es_ES
seguidero,NombresMasculinos,RAE,es_ES
seguido,Adjetivos,RAE,es_ES
seguido,Adverbios,RAE,es_ES
seguido,NombresMasculinosFemeninos,RAE,es_ES
seguidor,Adjetivos,RAE,es_ES
seguidor,NombresMasculinos,RAE,es_ES
seguimiento,NombresMasculinos,RAE,es_ES
seguir,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
segunda,NombresFemeninos,RAE,es_ES
segundar,VerbosTransitivosIntransitivos,RAE,es_ES
segundero,Adjetivos,RAE,es_ES
segundero,NombresMasculinos,RAE,es_ES
segundillo,NombresMasculinos,RAE,es_ES
segundo,Adjetivos,RAE,es_ES
segundo,NombresMasculinos,RAE,es_ES
segundo,NombresMasculinosFemeninos,RAE,es_ES
segundogenitura,NombresFemeninos,RAE,es_ES
segundogénito,Adjetivos,RAE,es_ES
segundón,NombresMasculinosFemeninos,RAE,es_ES
seguntino,Adjetivos,RAE,es_ES
segur,NombresFemeninos,RAE,es_ES
segura,Adjetivos,RAE,es_ES
seguramente,Adverbios,RAE,es_ES
segurar,VerbosAnticuadosDesusados,RAE,es_ES
seguridad,NombresFemeninos,RAE,es_ES
seguro,Adjetivos,RAE,es_ES
seguro,Adverbios,RAE,es_ES
seguro,NombresMasculinos,RAE,es_ES
según,Preposiciones,RAE,es_ES
seico,NombresMasculinos,RAE,es_ES
seis,Adjetivos,RAE,es_ES
seis,NombresMasculinos,RAE,es_ES
seisavar,VerbosTransitivos,RAE,es_ES
seiscientas,NombresMasculinos,RAE,es_ES
seiscientos,Adjetivos,RAE,es_ES
seiscientos,NombresMasculinos,RAE,es_ES
seise,NombresMasculinos,RAE,es_ES
seiseno,Adjetivos,RAE,es_ES
sel,NombresMasculinos,RAE,es_ES
selacio,Adjetivos,RAE,es_ES
selacio,NombresMasculinos,RAE,es_ES
seleccionador,Adjetivos,RAE,es_ES
seleccionador,NombresMasculinosFemeninos,RAE,es_ES
seleccionar,VerbosTransitivos,RAE,es_ES
selección,NombresFemeninos,RAE,es_ES
selectas,NombresFemeninos,RAE,es_ES
selectividad,NombresFemeninos,RAE,es_ES
selectivo,Adjetivos,RAE,es_ES
selecto,Adjetivos,RAE,es_ES
selector,Adjetivos,RAE,es_ES
selector,NombresMasculinos,RAE,es_ES
selenio,NombresMasculinos,RAE,es_ES
selenita,NombresComunes,RAE,es_ES
selenitoso,Adjetivos,RAE,es_ES
seleniuro,NombresMasculinos,RAE,es_ES
selenografía,NombresFemeninos,RAE,es_ES
selenosis,NombresFemeninos,RAE,es_ES
selenógrafo,NombresMasculinosFemeninos,RAE,es_ES
sellado,NombresCompuestos,RAE,es_ES
sellador,Adjetivos,RAE,es_ES
selladura,NombresFemeninos,RAE,es_ES
sellar,VerbosTransitivos,RAE,es_ES
sello,NombresMasculinos,RAE,es_ES
selva,NombresFemeninos,RAE,es_ES
selvicultura,NombresFemeninos,RAE,es_ES
selvoso,Adjetivos,RAE,es_ES
selvático,Adjetivos,RAE,es_ES
semana,NombresFemeninos,RAE,es_ES
semanal,Adjetivos,RAE,es_ES
semanalmente,Adverbios,RAE,es_ES
semanario,Adjetivos,RAE,es_ES
semanario,NombresMasculinos,RAE,es_ES
semanero,Adjetivos,RAE,es_ES
semblante,Adjetivos,RAE,es_ES
semblante,NombresMasculinos,RAE,es_ES
semblanza,NombresFemeninos,RAE,es_ES
semblar,VerbosAnticuadosDesusados,RAE,es_ES
sembrada,NombresFemeninos,RAE,es_ES
sembradera,NombresFemeninos,RAE,es_ES
sembrado,NombresMasculinos,RAE,es_ES
sembrador,Adjetivos,RAE,es_ES
sembrador,NombresMasculinosFemeninos,RAE,es_ES
sembradura,NombresFemeninos,RAE,es_ES
sembradío,Adjetivos,RAE,es_ES
sembrar,VerbosTransitivos,RAE,es_ES
semeja,NombresFemeninos,RAE,es_ES
semejante,Adjetivos,RAE,es_ES
semejante,NombresMasculinos,RAE,es_ES
semejantemente,Adverbios,RAE,es_ES
semejanza,NombresFemeninos,RAE,es_ES
semejar,VerbosIntransitivosPronominales,RAE,es_ES
semen,NombresMasculinos,RAE,es_ES
semencera,NombresFemeninos,RAE,es_ES
semental,Adjetivos,RAE,es_ES
sementar,VerbosTransitivos,RAE,es_ES
sementera,NombresFemeninos,RAE,es_ES
sementero,NombresMasculinos,RAE,es_ES
sementino,Adjetivos,RAE,es_ES
semestral,Adjetivos,RAE,es_ES
semestralmente,Adverbios,RAE,es_ES
semestre,Adjetivos,RAE,es_ES
semestre,NombresMasculinos,RAE,es_ES
semiabierto,Adjetivos,RAE,es_ES
semianalfabeto,Adjetivos,RAE,es_ES
semiautomático,Adjetivos,RAE,es_ES
semibreve,NombresFemeninos,RAE,es_ES
semicabrón,NombresMasculinos,RAE,es_ES
semicadencia,NombresFemeninos,RAE,es_ES
semicapro,NombresMasculinos,RAE,es_ES
semiconsonante,Adjetivos,RAE,es_ES
semicopado,Adjetivos,RAE,es_ES
semicursivo,Adjetivos,RAE,es_ES
semideo,NombresMasculinosFemeninos,RAE,es_ES
semideponente,NombresCompuestos,RAE,es_ES
semidiós,NombresMasculinosFemeninos,RAE,es_ES
semidoble,NombresCompuestos,RAE,es_ES
semidormido,Adjetivos,RAE,es_ES
semielaborado,Adjetivos,RAE,es_ES
semifinal,NombresFemeninos,RAE,es_ES
semifinalista,NombresComunes,RAE,es_ES
semiforme,Adjetivos,RAE,es_ES
semiinconsciente,Adjetivos,RAE,es_ES
semilla,NombresFemeninos,RAE,es_ES
semillero,NombresMasculinos,RAE,es_ES
semilunio,NombresMasculinos,RAE,es_ES
seminal,Adjetivos,RAE,es_ES
seminario,Adjetivos,RAE,es_ES
seminario,NombresMasculinos,RAE,es_ES
seminarista,NombresMasculinos,RAE,es_ES
semiología,NombresFemeninos,RAE,es_ES
semiotecnia,NombresFemeninos,RAE,es_ES
semiplena,NombresCompuestos,RAE,es_ES
semirrecto,NombresCompuestos,RAE,es_ES
semirrefinado,NombresCompuestos,RAE,es_ES
semis,NombresMasculinos,RAE,es_ES
semita,Adjetivos,RAE,es_ES
semita,NombresMasculinosFemeninos,RAE,es_ES
semitismo,NombresMasculinos,RAE,es_ES
semitista,NombresComunes,RAE,es_ES
semitono,NombresMasculinos,RAE,es_ES
semitransparente,Adjetivos,RAE,es_ES
semiótica,NombresFemeninos,RAE,es_ES
semiótico,Adjetivos,RAE,es_ES
semoviente,Adjetivos,RAE,es_ES
semoviente,NombresMasculinos,RAE,es_ES
sempiterna,NombresFemeninos,RAE,es_ES
sempiterno,Adjetivos,RAE,es_ES
semáforo,NombresMasculinos,RAE,es_ES
semántica,NombresFemeninos,RAE,es_ES
semántico,Adjetivos,RAE,es_ES
semítico,Adjetivos,RAE,es_ES
sen,NombresMasculinos,RAE,es_ES
sen,Preposiciones,RAE,es_ES
sena,NombresFemeninos,RAE,es_ES
senada,Adjetivos,RAE,es_ES
senado,Adjetivos,RAE,es_ES
senado,NombresMasculinos,RAE,es_ES
senador,NombresMasculinosFemeninos,RAE,es_ES
senaduría,NombresFemeninos,RAE,es_ES
senatorial,Adjetivos,RAE,es_ES
senatorio,Adjetivos,RAE,es_ES
sencillamente,Adverbios,RAE,es_ES
sencillez,NombresFemeninos,RAE,es_ES
sencillo,Adjetivos,RAE,es_ES
sencillo,NombresMasculinos,RAE,es_ES
senda,NombresFemeninos,RAE,es_ES
senderar,VerbosTransitivos,RAE,es_ES
senderear,VerbosTransitivosIntransitivos,RAE,es_ES
senderismo,NombresMasculinos,RAE,es_ES
sendero,NombresMasculinos,RAE,es_ES
senderuela,NombresFemeninos,RAE,es_ES
sendos,Adjetivos,RAE,es_ES
sene,NombresMasculinos,RAE,es_ES
senectud,NombresFemeninos,RAE,es_ES
senegalés,Adjetivos,RAE,es_ES
senequismo,NombresMasculinos,RAE,es_ES
senequista,Adjetivos,RAE,es_ES
senescal,NombresMasculinos,RAE,es_ES
senescalía,NombresFemeninos,RAE,es_ES
senescencia,NombresFemeninos,RAE,es_ES
senescente,Adjetivos,RAE,es_ES
senil,Adjetivos,RAE,es_ES
senilidad,NombresFemeninos,RAE,es_ES
senior,NombresMasculinos,RAE,es_ES
seno,NombresMasculinos,RAE,es_ES
sensacional,Adjetivos,RAE,es_ES
sensacionalismo,NombresMasculinos,RAE,es_ES
sensacionalista,Adjetivos,RAE,es_ES
sensación,NombresFemeninos,RAE,es_ES
sensata,Adjetivos,RAE,es_ES
sensatamente,Adverbios,RAE,es_ES
sensatez,NombresFemeninos,RAE,es_ES
sensato,Adjetivos,RAE,es_ES
senserina,NombresFemeninos,RAE,es_ES
sensibilidad,NombresFemeninos,RAE,es_ES
sensibilización,NombresFemeninos,RAE,es_ES
sensibilizado,Adjetivos,RAE,es_ES
sensibilizar,VerbosTransitivos,RAE,es_ES
sensible,Adjetivos,RAE,es_ES
sensiblemente,Adverbios,RAE,es_ES
sensiblero,Adjetivos,RAE,es_ES
sensiblería,NombresFemeninos,RAE,es_ES
sensitiva,NombresFemeninos,RAE,es_ES
sensitivo,Adjetivos,RAE,es_ES
sensor,NombresMasculinos,RAE,es_ES
sensorial,Adjetivos,RAE,es_ES
sensorio,Adjetivos,RAE,es_ES
sensorio,NombresMasculinos,RAE,es_ES
sensual,Adjetivos,RAE,es_ES
sensualidad,NombresFemeninos,RAE,es_ES
sensualismo,NombresMasculinos,RAE,es_ES
sensualista,Adjetivos,RAE,es_ES
sensualmente,Adverbios,RAE,es_ES
sentada,Adjetivos,RAE,es_ES
sentada,NombresFemeninos,RAE,es_ES
sentadero,NombresMasculinos,RAE,es_ES
sentadillas,NombresCompuestos,RAE,es_ES
sentado,Adjetivos,RAE,es_ES
sentamiento,NombresMasculinos,RAE,es_ES
sentar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
sentencia,NombresFemeninos,RAE,es_ES
sentenciador,Adjetivos,RAE,es_ES
sentenciar,VerbosTransitivos,RAE,es_ES
sentenciosamente,Adverbios,RAE,es_ES
sentencioso,Adjetivos,RAE,es_ES
senticar,NombresMasculinos,RAE,es_ES
sentida,Adjetivos,RAE,es_ES
sentidamente,Adverbios,RAE,es_ES
sentido,Adjetivos,RAE,es_ES
sentido,NombresMasculinos,RAE,es_ES
sentimental,Adjetivos,RAE,es_ES
sentimentalidad,NombresFemeninos,RAE,es_ES
sentimentalismo,NombresMasculinos,RAE,es_ES
sentimentalmente,Adverbios,RAE,es_ES
sentimiento,NombresMasculinos,RAE,es_ES
sentina,NombresFemeninos,RAE,es_ES
sentir,NombresMasculinos,RAE,es_ES
sentir,VerbosTransitivosPronominales,RAE,es_ES
seo,NombresFemeninos,RAE,es_ES
seor,NombresMasculinosFemeninos,RAE,es_ES
separable,Adjetivos,RAE,es_ES
separación,NombresFemeninos,RAE,es_ES
separadamente,Adverbios,RAE,es_ES
separado,Adjetivos,RAE,es_ES
separador,Adjetivos,RAE,es_ES
separar,VerbosTransitivosPronominales,RAE,es_ES
separata,NombresFemeninos,RAE,es_ES
separatismo,NombresMasculinos,RAE,es_ES
separatista,Adjetivos,RAE,es_ES
separativo,Adjetivos,RAE,es_ES
sepelio,NombresMasculinos,RAE,es_ES
sepelir,VerbosAnticuadosDesusados,RAE,es_ES
sepia,Adjetivos,RAE,es_ES
sepia,NombresMasculinosFemeninos,RAE,es_ES
septena,NombresFemeninos,RAE,es_ES
septenario,Adjetivos,RAE,es_ES
septenario,NombresMasculinos,RAE,es_ES
septenio,NombresMasculinos,RAE,es_ES
septeno,Adjetivos,RAE,es_ES
septentrional,Adjetivos,RAE,es_ES
septentrión,NombresMasculinos,RAE,es_ES
septeto,NombresMasculinos,RAE,es_ES
septicemia,NombresFemeninos,RAE,es_ES
septiembre,NombresMasculinos,RAE,es_ES
septingentésimo,Adjetivos,RAE,es_ES
septuagenario,Adjetivos,RAE,es_ES
septuagesimoctavo,Adjetivos,RAE,es_ES
septuagesimocuarto,Adjetivos,RAE,es_ES
septuagesimonono,Adjetivos,RAE,es_ES
septuagesimonoveno,Adjetivos,RAE,es_ES
septuagesimoprimero,Adjetivos,RAE,es_ES
septuagesimoquinto,Adjetivos,RAE,es_ES
septuagesimosegundo,Adjetivos,RAE,es_ES
septuagesimosexto,Adjetivos,RAE,es_ES
septuagesimoséptimo,Adjetivos,RAE,es_ES
septuagesimotercero,Adjetivos,RAE,es_ES
septuagésimo,Adjetivos,RAE,es_ES
septuagésimo,NombresMasculinosFemeninos,RAE,es_ES
septuplicar,VerbosTransitivosPronominales,RAE,es_ES
sepulcral,Adjetivos,RAE,es_ES
sepulcro,NombresMasculinos,RAE,es_ES
sepultador,Adjetivos,RAE,es_ES
sepultar,VerbosTransitivosPronominales,RAE,es_ES
sepultura,NombresFemeninos,RAE,es_ES
sepulturero,NombresMasculinos,RAE,es_ES
sequedad,NombresFemeninos,RAE,es_ES
sequeral,NombresMasculinos,RAE,es_ES
sequero,NombresMasculinos,RAE,es_ES
sequillo,NombresMasculinos,RAE,es_ES
sequizo,Adjetivos,RAE,es_ES
sequía,NombresFemeninos,RAE,es_ES
ser,NombresMasculinos,RAE,es_ES
ser,VerbosIntransitivos,RAE,es_ES
sera,NombresFemeninos,RAE,es_ES
serado,NombresMasculinos,RAE,es_ES
serafina,NombresFemeninos,RAE,es_ES
serafín,NombresMasculinos,RAE,es_ES
seraje,NombresMasculinos,RAE,es_ES
seranear,VerbosIntransitivos,RAE,es_ES
serano,NombresMasculinos,RAE,es_ES
serapino,NombresMasculinos,RAE,es_ES
serba,NombresFemeninos,RAE,es_ES
serbal,NombresMasculinos,RAE,es_ES
serbio,Adjetivos,RAE,es_ES
serbio,NombresMasculinos,RAE,es_ES
serbocroata,Adjetivos,RAE,es_ES
serbocroata,NombresMasculinos,RAE,es_ES
serena,NombresFemeninos,RAE,es_ES
serenar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
serenata,NombresFemeninos,RAE,es_ES
serendipia,NombresFemeninos,RAE,es_ES
serenero,NombresMasculinos,RAE,es_ES
serenidad,NombresFemeninos,RAE,es_ES
sereno,Adjetivos,RAE,es_ES
sereno,NombresMasculinos,RAE,es_ES
seres,NombresMasculinos,RAE,es_ES
serete,NombresMasculinos,RAE,es_ES
serial,Adjetivos,RAE,es_ES
serial,NombresMasculinos,RAE,es_ES
seriamente,Adverbios,RAE,es_ES
seriar,VerbosTransitivos,RAE,es_ES
sericicultor,NombresMasculinosFemeninos,RAE,es_ES
sericicultura,NombresFemeninos,RAE,es_ES
sericultor,NombresMasculinosFemeninos,RAE,es_ES
sericultura,NombresFemeninos,RAE,es_ES
serie,NombresFemeninos,RAE,es_ES
seriedad,NombresFemeninos,RAE,es_ES
serifio,Adjetivos,RAE,es_ES
serijo,NombresMasculinos,RAE,es_ES
serio,Adjetivos,RAE,es_ES
sermonar,VerbosAnticuadosDesusados,RAE,es_ES
sermonario,Adjetivos,RAE,es_ES
sermonario,NombresMasculinos,RAE,es_ES
sermoneador,Adjetivos,RAE,es_ES
sermonear,VerbosTransitivosIntransitivos,RAE,es_ES
sermón,NombresMasculinos,RAE,es_ES
serna,NombresFemeninos,RAE,es_ES
serológico,Adjetivos,RAE,es_ES
serondo,Adjetivos,RAE,es_ES
seronero,NombresMasculinosFemeninos,RAE,es_ES
serosa,NombresFemeninos,RAE,es_ES
serosidad,NombresFemeninos,RAE,es_ES
seroso,Adjetivos,RAE,es_ES
seroterapia,NombresFemeninos,RAE,es_ES
serpa,NombresFemeninos,RAE,es_ES
serpear,VerbosIntransitivos,RAE,es_ES
serpentaria,NombresFemeninos,RAE,es_ES
serpentear,VerbosIntransitivos,RAE,es_ES
serpentina,NombresFemeninos,RAE,es_ES
serpentinamente,Adverbios,RAE,es_ES
serpentino,Adjetivos,RAE,es_ES
serpentín,NombresMasculinos,RAE,es_ES
serpiente,NombresFemeninos,RAE,es_ES
serpiginoso,Adjetivos,RAE,es_ES
serpigo,NombresMasculinos,RAE,es_ES
serpol,NombresMasculinos,RAE,es_ES
serpollar,VerbosIntransitivos,RAE,es_ES
serradiza,Adjetivos,RAE,es_ES
serradizo,Adjetivos,RAE,es_ES
serrado,Adjetivos,RAE,es_ES
serrador,Adjetivos,RAE,es_ES
serrador,NombresMasculinosFemeninos,RAE,es_ES
serraduras,NombresFemeninos,RAE,es_ES
serragatino,Adjetivos,RAE,es_ES
serrallo,NombresMasculinos,RAE,es_ES
serraniego,Adjetivos,RAE,es_ES
serranilla,NombresFemeninos,RAE,es_ES
serrano,Adjetivos,RAE,es_ES
serrano,NombresMasculinosFemeninos,RAE,es_ES
serranía,NombresFemeninos,RAE,es_ES
serrar,VerbosIntransitivos,RAE,es_ES
serrar,VerbosTransitivos,RAE,es_ES
serrato,NombresMasculinos,RAE,es_ES
serrería,NombresFemeninos,RAE,es_ES
serreta,NombresFemeninos,RAE,es_ES
serretazo,NombresMasculinos,RAE,es_ES
serrezuela,NombresFemeninos,RAE,es_ES
serrino,Adjetivos,RAE,es_ES
serruchar,VerbosTransitivos,RAE,es_ES
serrucho,NombresMasculinos,RAE,es_ES
serrátil,NombresCompuestos,RAE,es_ES
serrín,NombresMasculinos,RAE,es_ES
seruendo,Adjetivos,RAE,es_ES
servador,Adjetivos,RAE,es_ES
servar,VerbosAnticuadosDesusados,RAE,es_ES
servato,NombresMasculinos,RAE,es_ES
serventesio,NombresMasculinos,RAE,es_ES
servible,Adjetivos,RAE,es_ES
servicial,Adjetivos,RAE,es_ES
servicial,NombresMasculinos,RAE,es_ES
servicialmente,Adverbios,RAE,es_ES
serviciar,VerbosTransitivos,RAE,es_ES
servicio,NombresMasculinos,RAE,es_ES
servidero,Adjetivos,RAE,es_ES
servidor,NombresMasculinosFemeninos,RAE,es_ES
servidumbre,NombresFemeninos,RAE,es_ES
servil,Adjetivos,RAE,es_ES
servilismo,NombresMasculinos,RAE,es_ES
servilla,NombresFemeninos,RAE,es_ES
servilleta,NombresFemeninos,RAE,es_ES
servilletero,NombresMasculinos,RAE,es_ES
servilmente,Adverbios,RAE,es_ES
servio,Adjetivos,RAE,es_ES
serviola,NombresFemeninos,RAE,es_ES
servir,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
servo,NombresMasculinos,RAE,es_ES
servofreno,NombresMasculinos,RAE,es_ES
servomecanismo,NombresMasculinos,RAE,es_ES
servomotor,NombresMasculinos,RAE,es_ES
seráfico,Adjetivos,RAE,es_ES
serón,NombresMasculinos,RAE,es_ES
ses,NombresMasculinos,RAE,es_ES
sesada,NombresFemeninos,RAE,es_ES
sesamoideo,Adjetivos,RAE,es_ES
sesear,VerbosIntransitivos,RAE,es_ES
sesena,NombresFemeninos,RAE,es_ES
sesenta,Adjetivos,RAE,es_ES
sesenta,NombresMasculinos,RAE,es_ES
sesentavo,Adjetivos,RAE,es_ES
seseo,NombresMasculinos,RAE,es_ES
sesera,NombresFemeninos,RAE,es_ES
sesgadamente,Adverbios,RAE,es_ES
sesgado,Adjetivos,RAE,es_ES
sesgadura,NombresFemeninos,RAE,es_ES
sesgar,VerbosTransitivos,RAE,es_ES
sesgo,Adjetivos,RAE,es_ES
sesgo,NombresMasculinosFemeninos,RAE,es_ES
sesionar,VerbosIntransitivos,RAE,es_ES
sesión,NombresFemeninos,RAE,es_ES
sesma,NombresFemeninos,RAE,es_ES
sesmo,Adjetivos,RAE,es_ES
sesmo,NombresMasculinosFemeninos,RAE,es_ES
seso,NombresMasculinos,RAE,es_ES
sesquicentenario,Adjetivos,RAE,es_ES
sesquicentenario,NombresMasculinos,RAE,es_ES
sesquiplano,NombresMasculinos,RAE,es_ES
sestar,VerbosAnticuadosDesusados,RAE,es_ES
sesteadero,NombresMasculinos,RAE,es_ES
sestear,VerbosIntransitivos,RAE,es_ES
sestercio,NombresMasculinos,RAE,es_ES
sestero,NombresMasculinos,RAE,es_ES
sesudamente,Adverbios,RAE,es_ES
sesudez,NombresFemeninos,RAE,es_ES
sesudo,Adjetivos,RAE,es_ES
sesén,NombresMasculinos,RAE,es_ES
set,NombresMasculinos,RAE,es_ES
seta,NombresFemeninos,RAE,es_ES
setabitano,Adjetivos,RAE,es_ES
setecientas,NombresMasculinos,RAE,es_ES
setecientos,Adjetivos,RAE,es_ES
setecientos,NombresMasculinos,RAE,es_ES
setenar,VerbosTransitivos,RAE,es_ES
setenario,NombresMasculinos,RAE,es_ES
setenta,Adjetivos,RAE,es_ES
setenta,NombresMasculinos,RAE,es_ES
setentavo,Adjetivos,RAE,es_ES
setero,NombresCompuestos,RAE,es_ES
setiembre,NombresMasculinos,RAE,es_ES
seto,NombresMasculinos,RAE,es_ES
seudocientífico,Adjetivos,RAE,es_ES
seudónimo,Adjetivos,RAE,es_ES
seudónimo,NombresMasculinos,RAE,es_ES
severamente,Adverbios,RAE,es_ES
severidad,NombresFemeninos,RAE,es_ES
severo,Adjetivos,RAE,es_ES
sevillano,Adjetivos,RAE,es_ES
sevillano,NombresMasculinosFemeninos,RAE,es_ES
sexado,NombresMasculinos,RAE,es_ES
sexagenario,Adjetivos,RAE,es_ES
sexagesimal,Adjetivos,RAE,es_ES
sexagésimo,Adjetivos,RAE,es_ES
sexagésimo,NombresMasculinosFemeninos,RAE,es_ES
sexar,VerbosTransitivos,RAE,es_ES
sexcentésimo,Adjetivos,RAE,es_ES
sexenio,NombresMasculinos,RAE,es_ES
sexis,Adjetivos,RAE,es_ES
sexismo,NombresMasculinos,RAE,es_ES
sexista,Adjetivos,RAE,es_ES
sexmero,NombresMasculinos,RAE,es_ES
sexmo,NombresMasculinosFemeninos,RAE,es_ES
sexo,NombresMasculinos,RAE,es_ES
sexta,NombresFemeninos,RAE,es_ES
sextaferia,NombresFemeninos,RAE,es_ES
sextantario,Adjetivos,RAE,es_ES
sextante,NombresMasculinos,RAE,es_ES
sextario,NombresMasculinos,RAE,es_ES
sextavar,VerbosTransitivos,RAE,es_ES
sexteto,NombresMasculinos,RAE,es_ES
sextil,NombresCompuestos,RAE,es_ES
sextil,NombresMasculinos,RAE,es_ES
sextillo,NombresMasculinos,RAE,es_ES
sextina,NombresFemeninos,RAE,es_ES
sexto,Adjetivos,RAE,es_ES
sexto,NombresMasculinosFemeninos,RAE,es_ES
sextuplicar,VerbosTransitivosPronominales,RAE,es_ES
sexuada,Adjetivos,RAE,es_ES
sexuado,Adjetivos,RAE,es_ES
sexuagesimoctavo,Adjetivos,RAE,es_ES
sexuagesimocuarto,Adjetivos,RAE,es_ES
sexuagesimonono,Adjetivos,RAE,es_ES
sexuagesimonoveno,Adjetivos,RAE,es_ES
sexuagesimoprimero,Adjetivos,RAE,es_ES
sexuagesimoquinto,Adjetivos,RAE,es_ES
sexuagesimosegundo,Adjetivos,RAE,es_ES
sexuagesimosexto,Adjetivos,RAE,es_ES
sexuagesimoséptimo,Adjetivos,RAE,es_ES
sexuagesimotercero,Adjetivos,RAE,es_ES
sexuagésimo,Adjetivos,RAE,es_ES
sexual,Adjetivos,RAE,es_ES
sexualidad,NombresFemeninos,RAE,es_ES
sexualización,NombresFemeninos,RAE,es_ES
sexualizado,Adjetivos,RAE,es_ES
sexualizar,VerbosTransitivos,RAE,es_ES
sexualmente,Adverbios,RAE,es_ES
sexy,Adjetivos,RAE,es_ES
sexy,NombresMasculinos,RAE,es_ES
sexys,Adjetivos,RAE,es_ES
sexys,NombresMasculinos,RAE,es_ES
seychellense,Adjetivos,RAE,es_ES
seísmo,NombresMasculinos,RAE,es_ES
seña,NombresFemeninos,RAE,es_ES
señal,NombresFemeninos,RAE,es_ES
señalada,NombresFemeninos,RAE,es_ES
señaladamente,Adverbios,RAE,es_ES
señalado,Adjetivos,RAE,es_ES
señalamiento,NombresMasculinos,RAE,es_ES
señalar,VerbosTransitivosPronominales,RAE,es_ES
señalización,NombresFemeninos,RAE,es_ES
señalizar,VerbosTransitivos,RAE,es_ES
señolear,VerbosIntransitivos,RAE,es_ES
señor,Adjetivos,RAE,es_ES
señor,NombresMasculinosFemeninos,RAE,es_ES
señorear,VerbosTransitivosPronominales,RAE,es_ES
señorial,Adjetivos,RAE,es_ES
señorito,NombresMasculinosFemeninos,RAE,es_ES
señoría,NombresFemeninos,RAE,es_ES
señorío,NombresMasculinos,RAE,es_ES
señuelo,NombresMasculinos,RAE,es_ES
seó,NombresMasculinos,RAE,es_ES
sheriff,NombresMasculinos,RAE,es_ES
show,NombresMasculinos,RAE,es_ES
si,Conjunciones,RAE,es_ES
si,NombresMasculinos,RAE,es_ES
sialismo,NombresMasculinos,RAE,es_ES
siamés,Adjetivos,RAE,es_ES
siamés,NombresMasculinos,RAE,es_ES
sibarita,Adjetivos,RAE,es_ES
sibaritismo,NombresMasculinos,RAE,es_ES
